2.980443434629131527e+00,5.880249438005988871e-01,3.035073510138803221e-01,8.820306165821075739e-01,3.111912033628598806e-01,8.258858039528631512e-01,1.049301459606584608e+00,3.440729853538753713e-01,1.846693105994770212e+00,2.065781374047304997e+00,8.534905370713187223e-01,6.561674235609058492e-01,8.339878045142387064e-01,4.718787671131658423e-01,2.456853510405441199e-01,5.525952795030273368e-01,1.378596055946767152e+00,2.620668189454298247e-01,1.188363326488544314e-01
2.427668286219489602e+00,7.353346713753681207e-01,2.543617811412126617e-01,9.046384306716664936e-01,3.273482760742781883e-01,3.199749333655472761e-01,9.793811789175317362e-01,2.997460917496878596e-01,3.742432726752035754e-01,2.073373999367788212e+00,8.597759482506756035e-01,1.424736434127771290e+00,7.301470684213009488e-01,3.971415479740733057e-01,2.564442852064037770e-01,4.856905541833163586e-01,1.217360079423459585e+00,2.672169288138478427e-01,1.094359367881544143e-01
3.875176343845852500e+01,1.500935657960506433e+03,-6.657721222437786024e-02,6.996001324280589984e+01,1.957761381051837361e+03,-5.506819548056579583e-02,5.082915431259509376e+01,8.073759150380377605e+02,-6.130716290578663852e-02,3.221257240978901137e+01,2.075299642489829068e+02,-1.598803112753477418e-02,7.220287712227836607e+01,4.043201520163854212e+01,1.968495791481332802e+01,1.556694442880776208e+01,8.688745700145459239e+01,1.109756604909323663e+01,3.340166820148562810e+00
3.875984764558415918e+01,1.500531841364904494e+03,-6.663335599167907741e-02,6.995193436602821180e+01,1.957309248495165775e+03,-5.501115265609984872e-02,5.083328775139025879e+01,8.075072323761180542e+02,-6.128644127253384671e-02,3.220737259790798390e+01,2.074629699298854177e+02,-1.618875269023289931e-02,7.218580830215192634e+01,4.043092693947364324e+01,1.968276397483031204e+01,1.556932038122573658e+01,8.689254814435116714e+01,1.114053157606926270e+01,3.346522218192642839e+00
3.083316956257506902e+00,5.365504639531301079e-01,3.761278155728360884e-01,8.506250774724810615e-01,2.894252089696388031e-01,1.389714868675975046e+00,9.824573104562303039e-01,3.016319896450740945e-01,1.454547988844782980e+00,1.891984013762700201e+00,7.159207016666535583e-01,7.711019841524615615e-01,8.562741009184807739e-01,4.780009656819448893e-01,2.341171880178630760e-01,5.304718004097227491e-01,1.309617326542807936e+00,2.589024605050933570e-01,1.232508383705699373e-01
2.562534470410914977e+00,6.642434650166203491e-01,2.143750971440845920e-01,8.290231179292373298e-01,2.749117320065979087e-01,5.197921484099951028e-01,8.993486616291951341e-01,2.527587547386880851e-01,3.912252212186534961e-01,1.746707876365213075e+00,6.101976810710860732e-01,1.556593784176654616e+00,7.549417721520995661e-01,3.721624068897342319e-01,2.357227743575058543e-01,4.417282913438668190e-01,1.112083496268528648e+00,2.318734596266341097e-01,1.081251976839727041e-01
3.861971162224578080e+01,1.490795606521325226e+03,-6.843528176172564148e-02,6.985373817625975335e+01,1.951817893527437946e+03,-5.431077293503461245e-02,4.851247098716889639e+01,7.354562003965218082e+02,-5.771364200728897054e-02,3.223008676208648637e+01,2.077556985380196011e+02,-1.457570724151580066e-02,7.151218848083487956e+01,4.039173188616738486e+01,1.964340322544401474e+01,1.548319203533458577e+01,8.659776393600692757e+01,1.034945528363896372e+01,3.350999002006750160e+00
3.862817274426588909e+01,1.490144275076835129e+03,-6.850963343725362253e-02,6.984345515153356132e+01,1.951243289654743194e+03,-5.426125323173741632e-02,4.851187548322222653e+01,7.354381446521006183e+02,-5.774132830215333162e-02,3.223622710231686028e+01,2.078348675581574696e+02,-1.484980310599381959e-02,7.149509513590413690e+01,4.038645210678787834e+01,1.964054239422904047e+01,1.548271352955215363e+01,8.660204341605503942e+01,1.039968630160007201e+01,3.357237509558955946e+00
3.040721164566465795e+00,5.375424078340088618e-01,3.047671600455906238e-01,8.649510192325553515e-01,2.992561062652080994e-01,1.173171613395749269e+00,9.778015954342782479e-01,2.987799875104866221e-01,8.645872874538359509e-01,1.873833820486551227e+00,7.022506373597541263e-01,5.246413837707573080e-01,8.780907439031888639e-01,4.936574892316202834e-01,2.382135823359859683e-01,5.322626076833051334e-01,1.302639425924499106e+00,2.635466189949958737e-01,1.249920272192928811e-01
2.554594781949812266e+00,6.788881191202691401e-01,2.020474628618393609e-01,8.676402807160846775e-01,3.011198626854131866e-01,5.129940145898848058e-01,9.089279919542083697e-01,2.581719045492996689e-01,4.554301502866195950e-01,1.808478258731769373e+00,6.541187224596186622e-01,1.462299802324105613e+00,7.602237218959694287e-01,3.947336893257679113e-01,2.473310368038898754e-01,4.489335453339484694e-01,1.129138102159673807e+00,2.282417261511148210e-01,1.109624456336864989e-01
3.871319440245923715e+01,1.497395696224873973e+03,-6.583889678317711436e-02,6.983140304366644102e+01,1.950569939703208547e+03,-5.509843471230357892e-02,4.960931962171842002e+01,7.690889354112861156e+02,-5.913297521041976229e-02,3.219112969812046998e+01,2.072537662470268742e+02,-1.861096501088388422e-02,7.332431601966233359e+01,4.028762074506468593e+01,1.963809191704426382e+01,1.548205127956835270e+01,8.665245817138183781e+01,1.261556818072745401e+01,3.352943334025076272e+00
